OBJECTID,REPORTNO,STATUS,ADDRTYPE,LOCATION,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INJURIES,SERIOUSINJURIES,FATALITIES,INCDATE,INCDTTM,WEATHER,ROADCOND,LIGHTCOND,SPEEDING,HITPARKEDCAR,LOCATION_PROCESSED
342,REPORT342,STATUS2,ADDRTYPE2,"82711 Henry Path Suite 078
Seanburgh, CT 34905",Other,5.0,0.0,0.0,3.0,2,1,1,2023-12-06,2023-08-13 03:25:08,Other,Unknown,Unknown,N,N,"82711 Henry Path Suite 078 Seanburgh , CT 34905"
343,REPORT343,STATUS1,ADDRTYPE2,"94383 Steve Walk
New Amy, NV 76928",Other,5.0,2.0,1.0,3.0,3,0,1,2023-09-30,2023-12-07 03:25:08,Clear,Snow/Slush,Dusk,N,N,"94383 Steve Walk New Amy , NV 76928"
344,REPORT344,STATUS1,ADDRTYPE2,"647 Danielle Well
Port Bryanport, HI 12118",Left Turn,5.0,0.0,0.0,3.0,2,1,0,2023-12-13,2023-09-12 03:25:08,Severe Crosswind,Oil,Daylight,Y,Y,"647 Danielle Well Port Bryanport , HI 12118"
345,REPORT345,STATUS3,ADDRTYPE1,"547 Luis Spring
Proctormouth, KS 17289",Rear Ended,2.0,0.0,0.0,1.0,0,0,0,2023-10-04,2023-12-19 03:25:08,Other,Ice,Dusk,N,Y,"547 Luis Spring Proctormouth , KS 17289"
346,REPORT346,STATUS2,ADDRTYPE2,"30932 Strong Squares Apt. 210
South Danielshire, VI 64879",Rear Ended,4.0,2.0,1.0,1.0,1,0,1,2024-01-24,2024-02-15 03:25:08,Snowing,Unknown,Dark - No Street Lights,Y,Y,"30932 Strong Squares Apt . 210 South Danielshire , VI 64879"
347,REPORT347,STATUS3,ADDRTYPE2,"9240 Ashley Mission Apt. 786
Tammyshire, WI 91626",Sideswipe,3.0,0.0,0.0,1.0,3,1,1,2023-03-28,2023-09-09 03:25:08,Severe Crosswind,Unknown,Unknown,N,Y,"9240 Ashley Mission Apt . 786 Tammyshire , WI 91626"
348,REPORT348,STATUS3,ADDRTYPE1,"264 Johnny Place
South Kristinton, IN 77144",Cycles,1.0,1.0,0.0,2.0,0,1,0,2023-10-15,2023-03-04 03:25:08,Unknown,Other,Daylight,Y,Y,"264 Johnny Place South Kristinton , IN 77144"
349,REPORT349,STATUS1,ADDRTYPE1,"0791 Kyle Summit Apt. 493
Lake Joshuachester, GA 57823",Cycles,2.0,1.0,0.0,2.0,0,1,0,2023-11-04,2024-02-14 03:25:08,Clear,Dry,Dark - No Street Lights,N,N,"0791 Kyle Summit Apt . 493 Lake Joshuachester , GA 57823"
350,REPORT350,STATUS1,ADDRTYPE2,"Unit 0277 Box 2097
DPO AE 53724",Sideswipe,4.0,1.0,1.0,3.0,3,1,0,2023-05-22,2023-09-04 03:25:08,Other,Wet,Dusk,Y,Y,Unit 0277 Box 2097 DPO AE 53724
351,REPORT351,STATUS3,ADDRTYPE3,"78670 Wallace Station Suite 117
Lake Jeffreyfort, AZ 11962",Rear Ended,4.0,0.0,0.0,2.0,1,0,0,2023-12-22,2023-11-02 03:25:08,Severe Crosswind,Snow/Slush,Unknown,Y,Y,"78670 Wallace Station Suite 117 Lake Jeffreyfort , AZ 11962"
352,REPORT352,STATUS1,ADDRTYPE2,"7324 Arias Ridge
Lake Lori, KS 94407",Angles,1.0,2.0,0.0,2.0,2,1,1,2024-02-19,2023-06-26 03:25:08,Fog/Smog/Smoke,Unknown,Dark - No Street Lights,Y,N,"7324 Arias Ridge Lake Lori , KS 94407"
353,REPORT353,STATUS1,ADDRTYPE3,"18723 Ronald Ridges Apt. 131
Port Gregoryside, LA 11968",Pedestrian,2.0,1.0,0.0,1.0,0,1,1,2023-03-24,2023-05-05 03:25:08,Fog/Smog/Smoke,Other,Unknown,N,N,"18723 Ronald Ridges Apt . 131 Port Gregoryside , LA 11968"
354,REPORT354,STATUS1,ADDRTYPE2,"0931 Kim Orchard
Joshuaberg, MS 98135",Parked Car,4.0,1.0,0.0,3.0,0,1,0,2023-08-26,2023-09-08 03:25:08,Clear,Sand/Mud/Dirt,Dark - Street Lights On,N,N,"0931 Kim Orchard Joshuaberg , MS 98135"
355,REPORT355,STATUS3,ADDRTYPE3,"2363 Dougherty Unions Apt. 482
Johnsonchester, SC 48643",Sideswipe,5.0,2.0,1.0,1.0,1,1,0,2023-04-02,2023-10-23 03:25:08,Raining,Standing Water,Unknown,N,N,"2363 Dougherty Unions Apt . 482 Johnsonchester , SC 48643"
356,REPORT356,STATUS1,ADDRTYPE2,"5798 Johnny Light Suite 966
Port Johnny, DE 26612",Left Turn,1.0,0.0,0.0,2.0,2,0,1,2023-04-16,2023-05-08 03:25:08,Blowing Sand/Dirt,Unknown,Dusk,Y,N,"5798 Johnny Light Suite 966 Port Johnny , DE 26612"
357,REPORT357,STATUS3,ADDRTYPE1,"9267 Mitchell River Apt. 335
Jennifermouth, MT 09650",Pedestrian,5.0,0.0,0.0,1.0,0,0,1,2023-08-15,2024-01-17 03:25:08,Fog/Smog/Smoke,Sand/Mud/Dirt,Unknown,N,N,"9267 Mitchell River Apt . 335 Jennifermouth , MT 09650"
358,REPORT358,STATUS1,ADDRTYPE3,"1831 Kevin Trail
North Robertberg, DE 65044",Left Turn,1.0,2.0,0.0,3.0,1,0,0,2023-09-06,2023-08-06 03:25:08,Snowing,Dry,Dark - Street Lights Off,N,Y,"1831 Kevin Trail North Robertberg , DE 65044"
359,REPORT359,STATUS2,ADDRTYPE2,"68329 Caleb Extensions Apt. 683
Port Davidmouth, WV 77870",Rear Ended,3.0,2.0,0.0,2.0,3,1,1,2024-01-08,2023-09-27 03:25:08,Blowing Sand/Dirt,Unknown,Dusk,N,Y,"68329 Caleb Extensions Apt . 683 Port Davidmouth , WV 77870"
360,REPORT360,STATUS1,ADDRTYPE2,"USCGC Wilson
FPO AP 21883",Pedestrian,3.0,2.0,1.0,3.0,1,1,0,2023-02-23,2023-04-17 03:25:08,Sleet/Hail/Freezing Rain,Ice,Dawn,N,Y,USCGC Wilson FPO AP 21883
361,REPORT361,STATUS3,ADDRTYPE1,"881 Douglas Loop
West Dana, DC 48656",Rear Ended,2.0,0.0,0.0,2.0,1,0,1,2023-05-14,2023-11-03 03:25:08,Fog/Smog/Smoke,Unknown,Daylight,Y,N,"881 Douglas Loop West Dana , DC 48656"
362,REPORT362,STATUS1,ADDRTYPE3,"50499 Baker Ranch
Markberg, MN 89189",Other,4.0,1.0,0.0,2.0,0,1,0,2023-10-07,2023-05-26 03:25:08,Severe Crosswind,Snow/Slush,Dark - Street Lights Off,Y,Y,"50499 Baker Ranch Markberg , MN 89189"
363,REPORT363,STATUS3,ADDRTYPE3,"212 Nicole Light
South Tara, FM 80589",Left Turn,5.0,1.0,1.0,2.0,2,1,0,2023-12-13,2023-10-31 03:25:08,Severe Crosswind,Snow/Slush,Dawn,Y,N,"212 Nicole Light South Tara , FM 80589"
364,REPORT364,STATUS3,ADDRTYPE3,"PSC 4999, Box 3759
APO AA 72574",Sideswipe,4.0,2.0,1.0,3.0,3,1,1,2023-07-25,2023-12-29 03:25:08,Blowing Sand/Dirt,Wet,Dark - Street Lights Off,N,Y,"PSC 4999 , Box 3759 APO AA 72574"
365,REPORT365,STATUS1,ADDRTYPE1,"6253 Scott Squares
Allenport, MN 84465",Angles,3.0,0.0,1.0,1.0,1,0,1,2023-04-12,2023-05-08 03:25:08,Snowing,Unknown,Dark - Street Lights Off,Y,N,"6253 Scott Squares Allenport , MN 84465"
366,REPORT366,STATUS3,ADDRTYPE3,"4452 Mcdonald Valleys
North Lisa, OH 20069",Pedestrian,5.0,2.0,1.0,3.0,3,1,0,2023-09-22,2023-09-30 03:25:08,Overcast,Ice,Other,Y,N,"4452 Mcdonald Valleys North Lisa , OH 20069"
367,REPORT367,STATUS1,ADDRTYPE3,"58171 Schmidt Port
New David, ME 06645",Cycles,2.0,2.0,1.0,2.0,2,1,0,2023-09-06,2023-04-14 03:25:08,Fog/Smog/Smoke,Ice,Other,N,N,"58171 Schmidt Port New David , ME 06645"
368,REPORT368,STATUS2,ADDRTYPE2,"037 Megan Expressway
Blackbury, GA 48941",Sideswipe,4.0,1.0,1.0,3.0,3,1,0,2024-01-21,2023-03-13 03:25:08,Sleet/Hail/Freezing Rain,Standing Water,Dark - No Street Lights,Y,Y,"037 Megan Expressway Blackbury , GA 48941"
369,REPORT369,STATUS3,ADDRTYPE2,"2334 Jensen Port
North Micheleton, LA 40354",Angles,1.0,2.0,0.0,3.0,3,1,1,2023-04-05,2024-01-12 03:25:08,Unknown,Wet,Unknown,N,N,"2334 Jensen Port North Micheleton , LA 40354"
370,REPORT370,STATUS3,ADDRTYPE1,"225 Mccarthy Falls Apt. 063
Port Ellenborough, MH 67893",Parked Car,1.0,2.0,1.0,3.0,0,0,1,2024-02-14,2023-05-02 03:25:08,Overcast,Ice,Dawn,N,N,"225 Mccarthy Falls Apt . 063 Port Ellenborough , MH 67893"
371,REPORT371,STATUS3,ADDRTYPE3,"8149 Roberts Overpass Apt. 392
Davidton, LA 69964",Angles,5.0,2.0,1.0,2.0,2,0,1,2023-08-21,2023-03-26 03:25:08,Clear,Unknown,Daylight,Y,Y,"8149 Roberts Overpass Apt . 392 Davidton , LA 69964"
372,REPORT372,STATUS3,ADDRTYPE2,"428 Holder Tunnel Suite 907
North John, WI 13637",Pedestrian,1.0,0.0,0.0,3.0,1,1,0,2023-10-30,2023-07-19 03:25:08,Snowing,Oil,Dark - Street Lights On,N,N,"428 Holder Tunnel Suite 907 North John , WI 13637"
373,REPORT373,STATUS2,ADDRTYPE1,"0509 Wright Fort Suite 624
Juarezmouth, VT 23267",Left Turn,1.0,1.0,0.0,3.0,0,0,0,2023-09-29,2023-03-07 03:25:08,Snowing,Other,Dawn,N,N,"0509 Wright Fort Suite 624 Juarezmouth , VT 23267"
374,REPORT374,STATUS2,ADDRTYPE3,"5987 Elizabeth Hollow
Lake Lauraside, MS 22479",Left Turn,3.0,0.0,0.0,1.0,0,1,1,2023-11-21,2023-07-12 03:25:08,Raining,Dry,Dawn,Y,Y,"5987 Elizabeth Hollow Lake Lauraside , MS 22479"
375,REPORT375,STATUS1,ADDRTYPE1,"81153 Stokes Ford Suite 325
Port Robinmouth, AS 00674",Left Turn,2.0,2.0,1.0,1.0,1,1,0,2023-10-11,2023-09-10 03:25:08,Unknown,Sand/Mud/Dirt,Dusk,Y,N,"81153 Stokes Ford Suite 325 Port Robinmouth , AS 00674"
376,REPORT376,STATUS3,ADDRTYPE3,"942 Janet Land Apt. 364
Port Amandaview, IL 48788",Parked Car,1.0,2.0,1.0,3.0,2,1,1,2024-02-11,2023-09-09 03:25:08,,,,N,Y,"942 Janet Land Apt . 364 Port Amandaview , IL 48788"
377,REPORT377,STATUS3,ADDRTYPE2,"962 Anderson Pine
North Heatherborough, AR 10768",Other,1.0,2.0,0.0,3.0,3,0,1,2023-05-20,2023-11-10 03:25:08,Snowing,Other,Daylight,Y,N,"962 Anderson Pine North Heatherborough , AR 10768"
378,REPORT378,STATUS2,ADDRTYPE3,"10741 Jose Burg Apt. 918
East Sandra, PR 66198",Pedestrian,4.0,0.0,1.0,2.0,2,0,0,2023-03-20,2023-11-11 03:25:08,Other,Wet,Dark - Street Lights Off,Y,N,"10741 Jose Burg Apt . 918 East Sandra , PR 66198"
379,REPORT379,STATUS1,ADDRTYPE3,"6986 Walker Cliff Suite 104
Christopherburgh, GU 09594",Rear Ended,5.0,1.0,1.0,2.0,2,1,1,2023-04-27,2024-01-25 03:25:08,Severe Crosswind,Sand/Mud/Dirt,Unknown,N,N,"6986 Walker Cliff Suite 104 Christopherburgh , GU 09594"
380,REPORT380,STATUS2,ADDRTYPE3,"85655 Joy Valleys
North Dale, OR 22264",Rear Ended,3.0,0.0,0.0,1.0,3,1,0,2023-12-27,2023-06-12 03:25:08,Fog/Smog/Smoke,Oil,Unknown,Y,Y,"85655 Joy Valleys North Dale , OR 22264"
381,REPORT381,STATUS2,ADDRTYPE3,"78095 Jamie Glen Apt. 671
Port Heatherside, MD 11812",Rear Ended,5.0,0.0,1.0,1.0,3,0,1,2023-03-04,2023-06-09 03:25:08,Clear,Standing Water,Other,N,N,"78095 Jamie Glen Apt . 671 Port Heatherside , MD 11812"
382,REPORT382,STATUS1,ADDRTYPE1,"7413 Brown Village Apt. 793
New Jordanburgh, OH 72655",Parked Car,4.0,1.0,0.0,2.0,3,1,1,2023-08-08,2024-01-27 03:25:08,Severe Crosswind,Ice,Unknown,N,N,"7413 Brown Village Apt . 793 New Jordanburgh , OH 72655"
383,REPORT383,STATUS3,ADDRTYPE3,"60852 Shields Gateway
Aliciaborough, MT 30292",Left Turn,4.0,0.0,1.0,1.0,2,1,0,2023-03-22,2023-10-02 03:25:08,Snowing,Sand/Mud/Dirt,Dusk,Y,Y,"60852 Shields Gateway Aliciaborough , MT 30292"
384,REPORT384,STATUS3,ADDRTYPE1,"813 Charles Stravenue Suite 023
Amychester, WI 21387",Cycles,4.0,2.0,1.0,2.0,1,1,1,2023-10-11,2023-07-19 03:25:08,,,,N,N,"813 Charles Stravenue Suite 023 Amychester , WI 21387"
385,REPORT385,STATUS2,ADDRTYPE3,"750 Melody Station Apt. 669
Brittanyport, NH 88897",Cycles,1.0,0.0,0.0,2.0,2,1,0,2023-04-05,2023-12-20 03:25:08,,,,N,Y,"750 Melody Station Apt . 669 Brittanyport , NH 88897"
386,REPORT386,STATUS2,ADDRTYPE3,"7978 Shawn Crossroad
Hensonstad, NJ 98000",Parked Car,5.0,1.0,0.0,3.0,1,1,1,2023-04-01,2023-12-18 03:25:08,Snowing,Ice,Dark - Street Lights Off,Y,Y,"7978 Shawn Crossroad Hensonstad , NJ 98000"
387,REPORT387,STATUS2,ADDRTYPE1,"82896 Emily Manors
Gomezview, MP 62818",Parked Car,5.0,2.0,0.0,3.0,2,0,1,2023-04-16,2023-07-03 03:25:08,Severe Crosswind,Wet,Dark - Street Lights Off,N,N,"82896 Emily Manors Gomezview , MP 62818"
388,REPORT388,STATUS1,ADDRTYPE2,"9763 Michael Branch
Greenmouth, GA 98341",Left Turn,5.0,0.0,1.0,1.0,1,0,0,2023-05-13,2023-11-24 03:25:08,,,,N,Y,"9763 Michael Branch Greenmouth , GA 98341"
389,REPORT389,STATUS1,ADDRTYPE2,"Unit 6525 Box 8642
DPO AA 37968",Left Turn,2.0,1.0,0.0,3.0,3,1,0,2023-11-06,2023-04-18 03:25:08,Raining,Unknown,Dusk,Y,N,Unit 6525 Box 8642 DPO AA 37968
390,REPORT390,STATUS2,ADDRTYPE1,"542 Nicole Cove
Justinfurt, NM 48826",Parked Car,3.0,2.0,1.0,3.0,2,0,0,2023-07-08,2023-09-05 03:25:08,Snowing,Other,Dark - No Street Lights,N,N,"542 Nicole Cove Justinfurt , NM 48826"
391,REPORT391,STATUS3,ADDRTYPE3,"29838 Kristin Drive Apt. 269
Christopherhaven, OK 57016",Pedestrian,1.0,1.0,1.0,2.0,2,1,0,2023-10-30,2023-04-23 03:25:08,Severe Crosswind,Unknown,Dark - Street Lights On,N,Y,"29838 Kristin Drive Apt . 269 Christopherhaven , OK 57016"
392,REPORT392,STATUS3,ADDRTYPE2,"2393 Tiffany Mills Suite 057
New Daniel, NH 12273",Sideswipe,3.0,1.0,1.0,1.0,0,0,0,2023-09-06,2023-08-07 03:25:08,Other,Standing Water,Dusk,N,Y,"2393 Tiffany Mills Suite 057 New Daniel , NH 12273"
393,REPORT393,STATUS1,ADDRTYPE3,"81855 Luis Estate
South Claudiashire, DC 11501",Left Turn,1.0,0.0,0.0,3.0,1,0,1,2023-10-05,2023-10-21 03:25:08,Snowing,Other,Dawn,Y,Y,"81855 Luis Estate South Claudiashire , DC 11501"
394,REPORT394,STATUS1,ADDRTYPE1,"4045 Elliott Road Apt. 578
New Leonardstad, SD 16253",Cycles,5.0,0.0,1.0,1.0,2,0,0,2023-11-07,2023-04-30 03:25:08,Overcast,Snow/Slush,Unknown,N,Y,"4045 Elliott Road Apt . 578 New Leonardstad , SD 16253"
395,REPORT395,STATUS3,ADDRTYPE1,"87980 Lee Lodge
Samuelstad, MS 24887",Sideswipe,2.0,2.0,0.0,2.0,2,0,1,2023-04-28,2024-02-09 03:25:08,Sleet/Hail/Freezing Rain,Standing Water,Dark - Street Lights Off,N,Y,"87980 Lee Lodge Samuelstad , MS 24887"
396,REPORT396,STATUS1,ADDRTYPE2,"4859 Jack Stream
South Jeffrey, TX 24268",Cycles,2.0,1.0,1.0,3.0,3,1,0,2023-04-03,2023-09-27 03:25:08,Sleet/Hail/Freezing Rain,Standing Water,Dark - Street Lights On,Y,Y,"4859 Jack Stream South Jeffrey , TX 24268"
397,REPORT397,STATUS3,ADDRTYPE2,"211 Felicia Lodge Apt. 034
Pamelafort, MA 01925",Rear Ended,5.0,0.0,1.0,2.0,1,0,0,2023-08-01,2024-02-10 03:25:08,Clear,Oil,Unknown,Y,N,"211 Felicia Lodge Apt . 034 Pamelafort , MA 01925"
398,REPORT398,STATUS2,ADDRTYPE3,"803 Davis Track Apt. 083
Michelefurt, TN 27238",Left Turn,3.0,2.0,1.0,3.0,1,1,0,2023-12-02,2023-03-27 03:25:08,Sleet/Hail/Freezing Rain,Wet,Dusk,N,N,"803 Davis Track Apt . 083 Michelefurt , TN 27238"
399,REPORT399,STATUS1,ADDRTYPE2,"26248 Donna Roads
Lake Deannaborough, NM 91862",Left Turn,4.0,1.0,1.0,1.0,2,1,0,2023-07-06,2023-05-01 03:25:08,Clear,Other,Other,Y,Y,"26248 Donna Roads Lake Deannaborough , NM 91862"
400,REPORT400,STATUS2,ADDRTYPE1,"12564 Kristine Extension Apt. 082
New Allison, FL 52751",Angles,5.0,1.0,0.0,2.0,1,1,1,2023-10-24,2024-02-17 03:25:08,Sleet/Hail/Freezing Rain,Sand/Mud/Dirt,Unknown,Y,Y,"12564 Kristine Extension Apt . 082 New Allison , FL 52751"
401,REPORT401,STATUS1,ADDRTYPE1,"58398 Castillo Heights
South Michele, KS 17504",Pedestrian,1.0,0.0,1.0,2.0,1,0,1,2023-07-12,2023-06-28 03:25:08,Clear,Dry,Dawn,Y,Y,"58398 Castillo Heights South Michele , KS 17504"
402,REPORT402,STATUS1,ADDRTYPE1,"14432 Meza Mountain Suite 862
Lake Jeffreyfort, MA 37506",Sideswipe,3.0,0.0,1.0,1.0,1,0,1,2023-08-15,2023-09-27 03:25:08,Other,Ice,Dark - No Street Lights,N,Y,"14432 Meza Mountain Suite 862 Lake Jeffreyfort , MA 37506"
403,REPORT403,STATUS2,ADDRTYPE3,"4141 Morgan Port Apt. 865
Coxstad, MH 17444",Rear Ended,4.0,0.0,0.0,2.0,1,0,0,2023-12-06,2023-12-14 03:25:08,Sleet/Hail/Freezing Rain,Unknown,Daylight,N,N,"4141 Morgan Port Apt . 865 Coxstad , MH 17444"
404,REPORT404,STATUS2,ADDRTYPE2,"266 Murray Spur
Weisston, WA 71392",Cycles,2.0,2.0,1.0,1.0,1,0,0,2023-06-19,2023-07-28 03:25:08,Blowing Sand/Dirt,Ice,Dark - Street Lights On,N,Y,"266 Murray Spur Weisston , WA 71392"
405,REPORT405,STATUS1,ADDRTYPE3,"PSC 7710, Box 8524
APO AE 18099",Sideswipe,1.0,0.0,1.0,2.0,0,1,1,2024-01-03,2024-02-01 03:25:08,Unknown,Other,Dawn,Y,Y,"PSC 7710 , Box 8524 APO AE 18099"
406,REPORT406,STATUS2,ADDRTYPE3,"Unit 4814 Box 1268
DPO AE 16173",Other,2.0,0.0,1.0,2.0,0,1,0,2023-06-11,2023-05-22 03:25:08,Fog/Smog/Smoke,Other,Dark - Street Lights On,N,Y,Unit 4814 Box 1268 DPO AE 16173
407,REPORT407,STATUS3,ADDRTYPE2,"277 Tyler Hills Suite 878
North Johnbury, KS 47276",Rear Ended,1.0,2.0,1.0,2.0,2,1,0,2023-11-19,2023-05-25 03:25:08,Clear,Other,Other,N,N,"277 Tyler Hills Suite 878 North Johnbury , KS 47276"
408,REPORT408,STATUS3,ADDRTYPE1,"66818 Samuel Locks Apt. 901
Port James, MH 95101",Cycles,4.0,2.0,1.0,1.0,1,0,0,2023-06-29,2024-01-30 03:25:08,Severe Crosswind,Oil,Dusk,Y,N,"66818 Samuel Locks Apt . 901 Port James , MH 95101"
409,REPORT409,STATUS2,ADDRTYPE2,"USNS Holden
FPO AA 32011",Parked Car,1.0,1.0,1.0,3.0,3,0,1,2023-11-17,2023-08-31 03:25:08,Raining,Dry,Other,N,N,USNS Holden FPO AA 32011
410,REPORT410,STATUS3,ADDRTYPE2,"2549 Pamela Lights Suite 154
New Robert, PR 60679",Pedestrian,4.0,0.0,0.0,2.0,2,0,1,2023-11-21,2023-03-26 03:25:08,Snowing,Standing Water,Dawn,N,Y,"2549 Pamela Lights Suite 154 New Robert , PR 60679"
411,REPORT411,STATUS3,ADDRTYPE2,"640 Joe Garden
Hoodstad, TX 35661",Parked Car,5.0,0.0,0.0,1.0,2,0,0,2023-11-15,2024-02-11 03:25:08,Severe Crosswind,Wet,Dark - Street Lights On,N,Y,"640 Joe Garden Hoodstad , TX 35661"
412,REPORT412,STATUS3,ADDRTYPE3,"PSC 3128, Box 1684
APO AA 71455",Other,5.0,2.0,0.0,1.0,1,1,1,2023-05-04,2024-01-15 03:25:08,Blowing Sand/Dirt,Ice,Other,Y,Y,"PSC 3128 , Box 1684 APO AA 71455"
413,REPORT413,STATUS1,ADDRTYPE2,"4208 Samuel Meadows
Victorchester, IN 99722",Rear Ended,1.0,0.0,0.0,2.0,1,1,1,2023-06-13,2023-06-24 03:25:08,Other,Unknown,Unknown,N,N,"4208 Samuel Meadows Victorchester , IN 99722"
414,REPORT414,STATUS3,ADDRTYPE1,"555 Jonathan Mountains Apt. 589
North Mary, ID 31832",Angles,3.0,2.0,1.0,1.0,0,0,0,2023-11-19,2024-01-02 03:25:08,Raining,Sand/Mud/Dirt,Dark - Street Lights On,Y,N,"555 Jonathan Mountains Apt . 589 North Mary , ID 31832"
415,REPORT415,STATUS3,ADDRTYPE2,"379 Smith Islands Suite 256
Christopherbury, MH 22848",Other,2.0,2.0,0.0,1.0,2,0,1,2023-03-25,2023-07-22 03:25:08,Sleet/Hail/Freezing Rain,Ice,Dark - No Street Lights,N,Y,"379 Smith Islands Suite 256 Christopherbury , MH 22848"
416,REPORT416,STATUS2,ADDRTYPE1,"9926 Hill Spurs
Morganmouth, VT 16927",Rear Ended,1.0,0.0,1.0,1.0,2,0,1,2023-09-28,2023-09-18 03:25:08,,,,N,Y,"9926 Hill Spurs Morganmouth , VT 16927"
417,REPORT417,STATUS3,ADDRTYPE1,"596 Ashley Falls Suite 494
South Melinda, MP 86933",Cycles,1.0,1.0,1.0,2.0,1,0,0,2024-02-09,2023-10-02 03:25:08,Snowing,Ice,Daylight,Y,Y,"596 Ashley Falls Suite 494 South Melinda , MP 86933"
418,REPORT418,STATUS1,ADDRTYPE1,"27541 Clifford Crescent Apt. 848
Fernandezhaven, NH 65746",Left Turn,2.0,2.0,0.0,3.0,2,1,0,2023-09-14,2023-09-10 03:25:08,Snowing,Snow/Slush,Dark - Street Lights Off,Y,Y,"27541 Clifford Crescent Apt . 848 Fernandezhaven , NH 65746"
419,REPORT419,STATUS1,ADDRTYPE3,"0285 Cole Plaza
Holmesside, AR 77039",Pedestrian,1.0,0.0,0.0,1.0,3,1,1,2023-11-28,2023-08-26 03:25:08,Snowing,Standing Water,Dawn,Y,Y,"0285 Cole Plaza Holmesside , AR 77039"
420,REPORT420,STATUS2,ADDRTYPE3,"900 Christina Ways
North Debbie, GA 76063",Parked Car,2.0,1.0,0.0,2.0,1,1,1,2023-11-21,2023-07-30 03:25:08,Sleet/Hail/Freezing Rain,Wet,Dark - Street Lights On,N,Y,"900 Christina Ways North Debbie , GA 76063"
421,REPORT421,STATUS1,ADDRTYPE3,"064 Douglas Ranch Apt. 945
Masonmouth, ME 12926",Pedestrian,4.0,1.0,1.0,3.0,2,1,0,2023-08-02,2024-01-10 03:25:08,Overcast,Other,Other,Y,Y,"064 Douglas Ranch Apt . 945 Masonmouth , ME 12926"
422,REPORT422,STATUS1,ADDRTYPE2,"330 Craig Crossing
West Garyland, AR 44527",Other,3.0,1.0,0.0,1.0,0,0,0,2023-03-05,2023-05-11 03:25:08,Unknown,Standing Water,Dark - Street Lights Off,Y,N,"330 Craig Crossing West Garyland , AR 44527"
423,REPORT423,STATUS3,ADDRTYPE3,"966 Erin Park
Reillyshire, OR 13740",Pedestrian,5.0,1.0,0.0,1.0,0,1,0,2023-04-14,2023-09-12 03:25:08,Overcast,Unknown,Unknown,Y,N,"966 Erin Park Reillyshire , OR 13740"
424,REPORT424,STATUS3,ADDRTYPE2,"539 Jonathan Groves Apt. 168
Krausehaven, RI 19764",Cycles,5.0,0.0,1.0,2.0,3,0,0,2023-11-15,2023-06-12 03:25:08,Overcast,Standing Water,Other,Y,Y,"539 Jonathan Groves Apt . 168 Krausehaven , RI 19764"
425,REPORT425,STATUS1,ADDRTYPE1,"368 Walker Parks
Port Rachelton, UT 64646",Rear Ended,3.0,0.0,1.0,2.0,3,0,0,2024-01-15,2023-04-12 03:25:08,Severe Crosswind,Unknown,Dawn,Y,N,"368 Walker Parks Port Rachelton , UT 64646"
426,REPORT426,STATUS2,ADDRTYPE2,"Unit 4076 Box 7366
DPO AE 74598",Parked Car,2.0,0.0,0.0,3.0,1,0,1,2023-12-08,2024-01-26 03:25:08,,,,Y,N,Unit 4076 Box 7366 DPO AE 74598
427,REPORT427,STATUS2,ADDRTYPE1,"244 Johnson Glens Suite 723
South Jenniferfort, OH 43858",Other,3.0,0.0,1.0,3.0,3,1,1,2024-01-14,2023-08-02 03:25:08,Unknown,Snow/Slush,Dark - Street Lights On,Y,Y,"244 Johnson Glens Suite 723 South Jenniferfort , OH 43858"
428,REPORT428,STATUS3,ADDRTYPE2,"557 Joseph Drive
Deleonshire, TX 87892",Left Turn,2.0,1.0,1.0,2.0,2,1,0,2023-07-16,2023-09-20 03:25:08,Raining,Standing Water,Dark - Street Lights On,Y,N,"557 Joseph Drive Deleonshire , TX 87892"
429,REPORT429,STATUS1,ADDRTYPE3,"8977 Jeffery Divide Suite 242
East Amanda, OK 04147",Cycles,3.0,1.0,1.0,2.0,1,0,1,2023-10-17,2023-02-28 03:25:08,Clear,Sand/Mud/Dirt,Dark - No Street Lights,N,Y,"8977 Jeffery Divide Suite 242 East Amanda , OK 04147"
430,REPORT430,STATUS3,ADDRTYPE1,"Unit 2306 Box 8456
DPO AA 04875",Pedestrian,1.0,2.0,1.0,1.0,0,0,0,2023-07-02,2023-07-02 03:25:08,Overcast,Dry,Dusk,N,Y,Unit 2306 Box 8456 DPO AA 04875
431,REPORT431,STATUS2,ADDRTYPE2,"9289 Solis Park Suite 012
West Jason, MS 24069",Left Turn,1.0,1.0,0.0,1.0,2,0,0,2023-03-26,2023-06-12 03:25:08,,,,N,N,"9289 Solis Park Suite 012 West Jason , MS 24069"
432,REPORT432,STATUS1,ADDRTYPE2,"374 Kelly Cliff Suite 816
New Kevin, FL 10318",Parked Car,3.0,1.0,1.0,3.0,2,0,1,2023-07-28,2023-03-28 03:25:08,Sleet/Hail/Freezing Rain,Standing Water,Dark - Street Lights Off,Y,N,"374 Kelly Cliff Suite 816 New Kevin , FL 10318"
433,REPORT433,STATUS3,ADDRTYPE3,"40797 Martin Island
Port Bradley, NJ 41804",Cycles,4.0,2.0,0.0,3.0,3,0,0,2023-12-30,2023-12-19 03:25:08,Severe Crosswind,Unknown,Dark - Street Lights Off,N,Y,"40797 Martin Island Port Bradley , NJ 41804"
